,tweet,tweet_length,tweet_cleaned
441,"@RickZieglowsky - I agree that <e>Obama</e> was exponentially <a>better</a> tonight, which may cause folks to declare him the winner. Make sense?",145,"['RickZieglowsky', 'agree', 'Obama', 'exponentially', 'better', 'tonight', 'may', 'cause', 'folks', 'declare', 'winner', 'Make', 'sense']"
442,<e>Obama</e> tells you <a>how</a> it is straight,48,"['Obama', 'tell', 'straight']"
443,"<e>Obama</e> <a>better</a> than last time, but again, @MittRomney wins. Good night. #debate If your name is @realDonaldTrump then plz #stfu #SCRNC #HCRNC",153,"['Obama', 'better', 'last', 'time', 'MittRomney', 'win', 'Good', 'night', 'debate', 'name', 'realDonaldTrump', 'plz', 'stfu', 'SCRNC', 'HCRNC']"
444,<e>Obama</e> <a>all</a> <a>the</a> <a>way!</a>,46,"['Obama', 'way']"
445,"@TheDemocrats Great job Mr President! No one should think its easy, nice finishes last  stay tough. <e>We</e> need to <a>re-elect</a> Obama.",140,"['TheDemocrats', 'Great', 'job', 'Mr', 'President', 'one', 'think', 'easy', 'nice', 'finish', 'last', 'stay', 'tough', 'need', 'Obama']"
446,<e>I</e> am proud to say I will <a>vote</a> for <a>Obama...</a> It took Bush 4 years to screw us up why not give Obama 4 more to fix it.... #TEAMOBAMA,150,"['proud', 'say', 'vote', 'Obama', 'take', 'Bush', 'years', 'screw', 'us', 'give', 'Obama', 'fix', 'TEAMOBAMA']"
447,Great <a>debate</a> for <e>Obama</e> tonight. They were equally hilarious though..,82,"['Great', 'debate', 'Obama', 'tonight', 'equally', 'hilarious', 'though']"
448,"@murph194: Dear <e>Obama,</e> Please <a>win</a> the election. Love, -Canada #debates hahahaha!",94,"['Dear', 'Obama', 'Please', 'win', 'election', 'Love', 'Canada', 'debate', 'hahahaha']"
449,"<e>Obama</e> was <a>clear,</a> concise, and seemed to be very on top of facts.,. Obama was confident and very in charge. Obama won by a wide margin",147,"['Obama', 'clear', 'concise', 'seem', 'top', 'facts', 'Obama', 'confident', 'charge', 'Obama', 'wide', 'margin']"
450,Romney opened up the <a>47%</a> issue and he got buried by <e>Obama.</e> Big mistake.,85,"['Romney', 'open', 'issue', 'get', 'bury', 'Obama', 'Big', 'mistake']"
451,I am so happy that all the <e>people</e> I follow are <a>for</a> <a>Obama.</a> #teamobama,89,"['happy', 'people', 'follow', 'Obama', 'teamobama']"
452,"<e>Obama</e> came back and <a>stated</a> the <a>facts,</a> unlike Romney the chameleon who can change his ""position"" depending upon the ... http://t.co/dbvlvUIE",160,"['Obama', 'come', 'back', 'state', 'facts', 'unlike', 'Romney', 'chameleon', 'change', 'position', 'depend', 'upon', 'http']"
453,"<e>Romney's</e> generic <a>answer</a> to every question is ""I won't do what Obama did""..so what exactly would you do Mitt? ""Just trust me""  Righhhhhttttt.",154,"['Romney', 'generic', 'answer', 'every', 'question', 'wo', 'Obama', 'exactly', 'would', 'Mitt', 'trust', 'Righhhhhttttt']"
454,@seanhannity no matter how much you spins and how much Fox News distorted it was a clear <e>Obama</e> <a>victory</a> tonight and November 6,139,"['seanhannity', 'matter', 'much', 'spin', 'much', 'Fox', 'News', 'distort', 'clear', 'Obama', 'victory', 'tonight', 'November']"
455,I don't think <e>Obama</e> is afraid of china I think he's <a>smart.</a> Y'all doNt want no pressure with china .THEY GOT SPACESHIPS OVER THERE 🈯🉐🈳,147,"['think', 'Obama', 'afraid', 'china', 'think', 'smart', 'doNt', 'want', 'pressure', 'china', 'GOT', 'SPACESHIPS']"
456,#Debate <e>#Obama</e> looked a lot <a>stronger</a> in the debate # Romney. He needed to be tougher and he was.,110,"['Debate', 'Obama', 'look', 'lot', 'stronger', 'debate', 'Romney', 'need', 'tougher']"
457,#2012debate I'm so <e>proud</e> of our President <a>Obama!</a> Good night Twitter world!,88,"['proud', 'President', 'Obama', 'Good', 'night', 'Twitter', 'world']"
458,"@EvaLongoria well my inference is that <e>Obama</e> did <a>good,</a> Romney was kinds shaky though",98,"['EvaLongoria', 'well', 'inference', 'Obama', 'good', 'Romney', 'kinds', 'shaky', 'though']"
459,@dpcazares Exactly. Someone got a little <a>whipping</a> and it wasn't <e>Obama.</e>,84,"['dpcazares', 'Exactly', 'Someone', 'get', 'little', 'whip', 'Obama']"
460,"Based on the informal poll I just did of the people I follow on Twitter, <e>Obama</e> just <a>massacred</a> Romney. #debate2012",127,"['Based', 'informal', 'poll', 'people', 'follow', 'Twitter', 'Obama', 'massacre', 'Romney']"
461,Well my Commander in chief did us proud tonight by taking this debate Go <e>Obama</e> 4 more <a>years</a>,105,"['Well', 'Commander', 'chief', 'us', 'proud', 'tonight', 'take', 'debate', 'Go', 'Obama', 'years']"
462,<e>Obama</e> claims <a>victory</a> http://t.co/8xpwbIUB,55,"['Obama', 'claim', 'victory', 'http']"
463,@EvaLongoria <e>#PresidentObama</e> <a>won!</a> No doubt...unless you are delusional. #Romney,93,"['EvaLongoria', 'PresidentObama', 'doubt', 'unless', 'delusional', 'Romney']"
464,I already know <e>Obama</e> gone <a>win</a> .,45,"['already', 'know', 'Obama', 'go', 'win']"
465,<e>Obama</e> <a>rocks</a> . Well done,37,"['Obama', 'rock', 'Well', 'do']"
466,@seanhannity <e>Romney</e> had <a>hard</a> time putting together a good exchange with Obama. He made his point but the finger pointing clouded the issue,152,"['seanhannity', 'Romney', 'hard', 'time', 'put', 'together', 'good', 'exchange', 'Obama', 'make', 'point', 'finger', 'point', 'cloud', 'issue']"
467,<e>I'm</e> <a>voting</a> <a>Obama</a> strictly because of race...,65,"['vote', 'Obama', 'strictly', 'race']"
468,"<e>Obama</e> goes on <a>attack</a> against Romney in debate rematch: HEMPSTEAD, New York (Reuters) - President Barack Obama an... http://t.co/IBHrP21f",150,"['Obama', 'go', 'attack', 'Romney', 'debate', 'rematch', 'HEMPSTEAD', 'New', 'York', 'Reuters', 'President', 'Barack', 'Obama', 'http']"
469,So first debate Romney...and I GUESS <e>Obama</e> <a>won</a> tonight's debate. We have never been in such a desperate need of a Twerk-off,137,"['first', 'debate', 'Romney', 'GUESS', 'Obama', 'tonight', 'debate', 'never', 'desperate', 'need']"
470,<e>Obama</e> officially <a>won</a> the debate. 👌,48,"['Obama', 'officially', 'debate']"
471,Looks like <e>Obama</e> will be <a>re-elected</a> for... http://t.co/mg1ZCini,77,"['Looks', 'like', 'Obama', 'http']"
472,"President <e>Obama</e> came back strong. CNN official debate poll: Obama <a>46%,</a> Romney 39%.",96,"['President', 'Obama', 'come', 'back', 'strong', 'CNN', 'official', 'debate', 'poll', 'Obama', 'Romney']"
473,<e>Obama</e> is <a>funny</a>,28,"['Obama', 'funny']"
474,"Yeah, <e>#Obama</e> better have <a>won.</a> -_-",47,"['Yeah', 'Obama', 'better']"
475,#Obama2012 good luck mr. <e>Obama;</e> hopefully the speaking tour racket for former presidents is still going <a>strong</a>,124,"['good', 'luck', 'mr', 'Obama', 'hopefully', 'speak', 'tour', 'racket', 'former', 'presidents', 'still', 'go', 'strong']"
476,"#debates <e>Obama</e> pension worst line of the night, Obama <a>smart</a> a$$",77,"['debate', 'Obama', 'pension', 'worst', 'line', 'night', 'Obama', 'smart']"
477,@gofind2000man lol idk it depends on what u believe. I say <e>Obama</e> won because I don't think the <a>economy</a> is his fault.,130,"['lol', 'idk', 'depend', 'u', 'believe', 'say', 'Obama', 'think', 'economy', 'fault']"
478,<a>Team</a> <e>Obama</e> !🇺🇸,28,"['Team', 'Obama']"
479,#GOP2012 shove this down your throat. <e>Obama</e> <a>wins</a> among registered voters tonight! @BarackObama @whitehouse  http://t.co/oF9k3kmV,142,"['shove', 'throat', 'Obama', 'win', 'among', 'register', 'voters', 'tonight', 'BarackObama', 'whitehouse', 'http']"
480,"My TimeLine looking like : ""Obama <e>Obama</e> Obama <a>F**k</a> <a>Romney</a> Obama Obama"" & some hoe talkin bout she lonely�?",127,"['TimeLine', 'look', 'like', 'Obama', 'Obama', 'Obama', 'F', 'k', 'Romney', 'Obama', 'Obama', 'hoe', 'talkin', 'bout']"
481,President <e>Obama</e> <a>won</a> the debate tonight. Mitt Romney was exposed by the President and the moderator for being a liar. #Obama2012,141,"['President', 'Obama', 'debate', 'tonight', 'Mitt', 'Romney', 'expose', 'President', 'moderator', 'liar']"
482,<e>Obama</e> was on <a>fire</a> tonight #FourMoreYears,54,"['Obama', 'fire', 'tonight', 'FourMoreYears']"
483,Everybody I know is <a>voting</a> for <e>Obama</e>,50,"['Everybody', 'know', 'vote', 'Obama']"
484,"<e>Obama</e> have Teenagers watching the ""Presidential Debate "" ! He's the first President to do that! That's what you call  making <a>CHANGES</a> !",148,"['Obama', 'Teenagers', 'watch', 'Presidential', 'Debate', 'first', 'President', 'call', 'make', 'CHANGES']"
485,Tonight's debate makes me proud I <a>support</a> President <e>Obama.</e> #Debate #ObamaBiden2012,96,"['Tonight', 'debate', 'make', 'proud', 'support', 'President', 'Obama', 'Debate']"
486,this night keeps getting better first <e>Obama</e> <a>wins</a> the debate 2cnd #yankees loose. Free kittens for all!,116,"['night', 'keep', 'get', 'better', 'first', 'Obama', 'win', 'debate', 'yankees', 'loose', 'Free', 'kitten']"
487,"The winner of the Scholastic Student Vote is <e>Obama,</e> with <a>51</a> percent, Romney, received 45 percent of the vote",122,"['winner', 'Scholastic', 'Student', 'Vote', 'Obama', 'percent', 'Romney', 'receive', 'percent', 'vote']"
488,@Brown_J_D Freedom is not free http://t.co/QmGPA8ix Mitt & Ryan need your support to take down Barack <e>Obama</e> and <a>win</a> in November!,142,"['Brown_J_D', 'Freedom', 'free', 'http', 'Mitt', 'Ryan', 'need', 'support', 'take', 'Barack', 'Obama', 'win', 'November']"
489,First President <e>Obama.</e>  Now the Detroit Tigers!  Two <a>victories</a> in one night!,90,"['First', 'President', 'Obama', 'Detroit', 'Tigers', 'Two', 'victories', 'one', 'night']"
490,<e>Obama</e> got <a>owned</a> again...,38,"['Obama', 'get', 'own']"
491,Poll numbers just came out. <e>Obama</e> <a>beat</a> that ass baby!!!,69,"['Poll', 'number', 'come', 'Obama', 'beat', 'ass', 'baby']"
492,<e>Obama</e> clearly <a>won</a> that debate,43,"['Obama', 'clearly', 'debate']"
493,@RyanSeacrest need u ask my president <e>Obama</e> clearly <a>slapped</a> the old Guy silly,91,"['RyanSeacrest', 'need', 'u', 'ask', 'president', 'Obama', 'clearly', 'slap', 'old', 'Guy', 'silly']"
494,"God, I love Joe! :) RT @JoeNBC: Romney <a>wins</a> the 1st debate. <e>Obama</e> wins tonight by a closer margin.  The Thrilla in Boca may decide it all.",152,"['God', 'love', 'Joe', 'RT', 'JoeNBC', 'Romney', 'win', 'debate', 'Obama', 'win', 'tonight', 'closer', 'margin', 'Thrilla', 'Boca', 'may', 'decide']"
495,<e>Obama</e> <a>Attacks</a> Mitt Romney's '47 Percent' Comments In Presidential Debate: President Barack Obama waited until his final exchange to a...,150,"['Obama', 'Attacks', 'Mitt', 'Romney', 'Percent', 'Comments', 'Presidential', 'Debate', 'President', 'Barack', 'Obama', 'wait', 'final', 'exchange']"
496,"They just said <e>Obama</e> <a>won</a> today, and I agree.",58,"['say', 'Obama', 'today', 'agree']"
497,Oh yeah the polls showing <e>Obama</e> <a>won</a> the debate. Oh yeah truth baby!,81,"['Oh', 'yeah', 'poll', 'show', 'Obama', 'debate', 'Oh', 'yeah', 'truth', 'baby']"
498,<e>#Obama</e> <a>dominated</a>,30,"['Obama', 'dominate']"
499,"@piersmorgan although <e>#Obama</e> came as cold tonight, he looked & sounded really <a>confident</a> this time. Fact checker helped. Ice cream for Candy!",154,"['piersmorgan', 'although', 'Obama', 'come', 'cold', 'tonight', 'look', 'sound', 'really', 'confident', 'time', 'Fact', 'checker', 'help', 'Ice', 'cream', 'Candy']"
500,"<e>Obama</e> destroying Romney in every post-debate poll. Consensus is Obama destroyed Romney, will easily <a>win</a> election. #CreatingMyOwnNarrative",151,"['Obama', 'destroy', 'Romney', 'every', 'poll', 'Consensus', 'Obama', 'destroy', 'Romney', 'easily', 'win', 'election', 'CreatingMyOwnNarrative']"
501,"<a>Obama</a> is my guy and Fox News is trying to spin this for their guy. Of course, <e>I'm</e> <a>voting</a> for President Obama 2012!",135,"['Obama', 'guy', 'Fox', 'News', 'try', 'spin', 'guy', 'course', 'vote', 'President', 'Obama']"
502,"On reflection, I'd say <e>Obama</e> <a>cleaned</a> Romney's Rolex.",66,"['reflection', 'say', 'Obama', 'clean', 'Romney', 'Rolex']"
503,"<e>He's</e> just being <a>honest!!</a> #livetv RT @Stranahan: Guy live on Fox just said Obama has been ""bullshitting "" the public. Live TV. Love it.",148,"['honest', 'livetv', 'RT', 'Stranahan', 'Guy', 'live', 'Fox', 'say', 'Obama', 'bullshit', 'public', 'Live', 'TV', 'Love']"
504,@Esquared92 ...we prob the only two <e>Obama</e> <a>supporters</a> lol,70,"['prob', 'two', 'Obama', 'supporters', 'lol']"
505,Pretty evident <e>Obama</e> was the clear <a>winner</a> of tonight's debate. Can't believe people are actually arguing differently.,131,"['Pretty', 'evident', 'Obama', 'clear', 'winner', 'tonight', 'debate', 'Ca', 'believe', 'people', 'actually', 'argue', 'differently']"
506,<e>Obama</e> <a>rebuts</a> Romney on Libya http://t.co/pPigB4dY,63,"['Obama', 'rebut', 'Romney', 'Libya', 'http']"
507,yea <e>#Obama</e> <a>won</a> that shit #ismell 4 more years #niggasforobama,75,"['yea', 'Obama', 'shit', 'ismell', 'years', 'niggasforobama']"
508,"Couldn't have been a clearer <a>winner-on</a> policies, on demeanor, and, it turns out, on command of basic facts-great night for <e>Obama</e> #TeamBarack",154,"['Could', 'clearer', 'policies', 'demeanor', 'turn', 'command', 'basic', 'night', 'Obama', 'TeamBarack']"
509,@RebeccaCaine <e>Obama.</e> <a>No</a> <a>question.</a>,54,"['RebeccaCaine', 'Obama', 'question']"
510,@msnbc <e>Obama</e> done <a>good</a> #Dorritos,46,"['msnbc', 'Obama', 'do', 'good', 'Dorritos']"
511,After tonight more people will realize <e>Obama</e> is <a>full</a> of it,72,"['tonight', 'people', 'realize', 'Obama', 'full']"
512," #<e>Obama</e>In30seconds: A strong man stands up for himself"" a stronger man stands up for others. Pres <e>Obama</e> stands with the world's #CHILDREN",151,"['strong', 'man', 'stand', 'stronger', 'man', 'stand', 'others', 'Pres', 'Obama', 'stand', 'world', 'CHILDREN']"
513," <e>Obama</e> all day""",22,"['Obama', 'day']"
514," <a>Liberty</a> and <a>justice</a> #forall #<e>Obama</e> 2012. http://t.co/yGk1hPl0""",84,"['Liberty', 'justice', 'forall', 'Obama', 'http']"
515," If <e>Obama</e> doesn't get re-elected"" I'll be upset",54,"['Obama', 'get', 'upset']"
516," for the people saying <e>Obama</e> has't <a>helped</a>...look at the country's stats back in 07 and at the current stats and I dare you to still say that""",155,"['people', 'say', 'Obama', 'help', 'look', 'country', 'stats', 'back', 'current', 'stats', 'dare', 'still', 'say']"
517," <e>Obama</e> campaign promises he'll be 'energised' in next <a>presidential debate</a> - The Guardian: The Guardian<e>Obama</e> campa... http://t.co/jVKI0jIn""",159,"['Obama', 'campaign', 'promise', 'next', 'presidential', 'debate', 'Guardian', 'GuardianObama', 'campa', 'http']"
518," I just volunteered to help with the <e>Obama</e> <a>campaign</a>""",66,"['volunteer', 'help', 'Obama', 'campaign']"
519," Confident that in tomorrow's debate <e>Obama</e> will <a>lay out his plans</a> for ensuring America continues to go #Forward.  Town Hall format suits him.""",156,"['Confident', 'tomorrow', 'debate', 'Obama', 'lay', 'plan', 'ensure', 'America', 'continue', 'go', 'Forward', 'Town', 'Hall', 'format', 'suit']"
520," still kinda proud that my crazy old kentucky grandma <a>voted</a> for <e>Obama</e> #southernDemocrat4Lyfe she doesn't <a>trust rich people</a> #sageWisdom""",156,"['still', 'kinda', 'proud', 'crazy', 'old', 'kentucky', 'grandma', 'vote', 'Obama', 'trust', 'rich', 'people', 'sageWisdom']"
521," Giuliani: CNN's Soledad O'Brien 'defending' <e>Obama</e> http://t.co/Vqm7do7X #tcot #tlot #vrwc""",97,"['Giuliani', 'CNN', 'Soledad', 'Obama', 'http', 'tcot', 'tlot', 'vrwc']"
522," Watching CNN the <e>first lady</e> is so persuasive.. watching her makes me want to became an American citizen and vote for <e>Obama</e> lol""",142,"['Watching', 'CNN', 'first', 'lady', 'persuasive', 'watch', 'make', 'want', 'become', 'American', 'citizen', 'vote', 'Obama', 'lol']"
523," @michelelfrost @RBPundit After <e>Obama</e>'s re elected:)"" the permits will be granted. Pipeline built. #kumbayaandpizza",122,"['michelelfrost', 'RBPundit', 'Obama', 'elect', 'permit', 'grant', 'Pipeline', 'build', 'kumbayaandpizza']"
524," I'm sure MSNBC said that <e>Obama</e> has improved the <a>economy</a> too! #impossiblefeats @dmataconis #Headdesk http://t.co/pjjB978U""",136,"['sure', 'MSNBC', 'say', 'Obama', 'improve', 'economy', 'impossiblefeats', 'dmataconis', 'Headdesk', 'http']"
525," #SomethingIAlwaysWantedToDo Meet <e>Obama</e> <3 :)""",53,"['SomethingIAlwaysWantedToDo', 'Meet', 'Obama']"
526," @joshuabigger @USRealityCheck And while looking down at notes didn't help"" <e>Obama</e> is a RHYTHM <a>speaker</a> like Martin Luther King or Hitler.",150,"['joshuabigger', 'USRealityCheck', 'look', 'note', 'help', 'Obama', 'RHYTHM', 'speaker', 'like', 'Martin', 'Luther', 'King', 'Hitler']"
527," Just saw an <e>Obama</e> <a>commercial</a> narrated by <e>Morgan Freeman</e>. They both got exponentially more awesome. #goodmove #<e>Obama</e>2012""",149,"['saw', 'Obama', 'commercial', 'narrate', 'Morgan', 'Freeman', 'get', 'exponentially', 'awesome', 'goodmove']"
528," The <a>coal industry</a> would be in decline even without <e>Obama</e>ƒ??s policies http://t.co/rTqIDSkw""",106,"['coal', 'industry', 'would', 'decline', 'even', 'without', 'Obamaƒ', 'policies', 'http']"
529," Michelle <e>Obama</e> Says President <e>Obama</e> Saved The <a>Economy</a> From """"The Brink Of Collapse"""": With less than a month until... http://t.co/lGdOCTos""",161,"['Michelle', 'Obama', 'Says', 'President', 'Obama', 'Saved', 'Economy', 'Brink', 'Collapse', 'less', 'month', 'http']"
530," @rumblindurango Nope but it was on his watch.  The info was there and he didn't act.  Yet you all are very quick to jump on <e>Obama</e> over <a>Libya</a>""",156,"['rumblindurango', 'Nope', 'watch', 'info', 'act', 'Yet', 'quick', 'jump', 'Obama', 'Libya']"
531," @RollingStone now isn't the time for him to be talking about celebrities. I'm all for <e>Obama</e> but with the election I would be focused on that""",149,"['RollingStone', 'time', 'talk', 'celebrities', 'Obama', 'election', 'would', 'focus']"
