,tweet,tweet_length,tweet_cleaned
541,Honestly <A>can not believe what I saw </A>>while driving today #Mitts #The #Tits #<E>Romney </E>http://t.co/FVRLbtAY,117,"['Honestly', 'believe', 'saw', 'drive', 'today', 'Mitts', 'Tits', 'Romney', 'http']"
542,<e> Romney</e> has been derided as wooden...first debate showed that he has fire and confidence...I think someone else was wooden...deer in hdlights,148,"['Romney', 'deride', 'wooden', 'first', 'debate', 'show', 'fire', 'confidence', 'think', 'someone', 'else', 'wooden', 'deer', 'hdlights']"
543,Comical - the<e> president</e> now whines <e>Romney</e> is a <A>salesman; this from a man who can't speak without a teleprompter.</A> #tcot,139,"['Comical', 'president', 'whine', 'Romney', 'salesman', 'man', 'ca', 'speak', 'without', 'teleprompter', 'tcot']"
544,@KatMcKinley me too! Have you seen the breaking news that <e>Romney</e>><a> got a hair cut before debate</a>??!!?,113,"['KatMcKinley', 'see', 'break', 'news', 'Romney', 'get', 'hair', 'cut', 'debate']"
545,No green M&M's! Contract gives <e>Obama </e><e> Romney </e><a>each a room backstage</a> but w/o goodies-Rock stars would walk out! #debates http://t.co/wU1tnsAv,160,"['green', 'Contract', 'give', 'Obama', 'Romney', 'room', 'backstage', 'star', 'would', 'walk', 'debate', 'http']"
546,Amazing that today it is an afterthought to have instant access to photos like this. (<e>Romney</e><a> enroute to debate) http://t.co/Ddt7jIgB,142,"['Amazing', 'today', 'afterthought', 'instant', 'access', 'photos', 'like', 'Romney', 'enroute', 'debate', 'http']"
547,Daily Kos:<e> Mitt Romney</e>: 'We need to <a>get those jobs back from China</a>' http://t.co/j9uKTcTa@dailykos Mitt Bain Sending NOW Still ProfitsW!Mitt,153,"['Daily', 'Kos', 'Mitt', 'Romney', 'need', 'get', 'job', 'back', 'China', 'http', 'dailykos', 'Mitt', 'Bain', 'Sending', 'Still', 'ProfitsW', 'Mitt']"
548,"Mr.<E> Romney</e>, some call you <a>Willard Scissorhands</a>. But that little gay kid deserved it, right?  #CandyCrowleyDebateQuestions",135,"['Mr', 'Romney', 'call', 'Willard', 'Scissorhands', 'little', 'gay', 'kid', 'deserve', 'right', 'CandyCrowleyDebateQuestions']"
549,<a>5 things to watch for in <e>Obama </e>vs.<e> Romney</e> sequel : http://t.co/VFTfnp3s,88,"['things', 'watch', 'Obama', 'vs', 'Romney', 'sequel', 'http']"
550,"I'm lol'n so hard!!!!!! I just unfollowed someone who tweeted '<e>Romney,</e> b a real man & <a>vote 4 Gary Johnson as PRES!'<a> Ok, which planet r u on?",153,"['hard', 'unfollowed', 'someone', 'tweet', 'b', 'real', 'man', 'vote', 'Gary', 'Johnson', 'PRES', 'Ok', 'planet', 'r', 'u']"
551,Billy Graham site <a>removes Mormon 'cult' reference</a> after <e>Romney </e>meeting â€“ CNN Belief Blog - http://t.co/OQ9IzJ1M Blogs http://t.co/uV2ERZUg,154,"['Billy', 'Graham', 'site', 'remove', 'Mormon', 'reference', 'Romney', 'meet', 'CNN', 'Belief', 'Blog', 'http', 'Blogs', 'http']"
552,What I got out of this is that <e>Romney </e> tryin to make USA a thirdworld country by makin the <a>rich richer and the poor poorer like SUDAN</a>,147,"['get', 'Romney', 'tryin', 'make', 'USA', 'thirdworld', 'country', 'makin', 'rich', 'richer', 'poor', 'poorer', 'like', 'SUDAN']"
553,"Pressure on Obama for next <a>debate</a>: <e>Barack Obama </e>and <e> Mitt Romney</e> cram for their next clash on Tuesday, with the US president under pre...",158,"['Pressure', 'Obama', 'next', 'debate', 'Barack', 'Obama', 'Mitt', 'Romney', 'cram', 'next', 'clash', 'Tuesday', 'US', 'president', 'pre']"
554,"Koch Sends Pro-<e>Romney</e><a> Mailing to 45,000 Employees </a>While Stifling Workplace Political Speech - In These Times - http://t.co/jlDuhhFF",145,"['Koch', 'Sends', 'Mailing', 'Employees', 'Stifling', 'Workplace', 'Political', 'Speech', 'Times', 'http']"
555,<a>Ross Perot endorses</a> <e>Mitt Romney</e>> - Bayoubuzz http://t.co/85vqDy6m,79,"['Ross', 'Perot', 'endorse', 'Mitt', 'Romney', 'Bayoubuzz', 'http']"
556,"Washington Post Fact Checker Says <e>Romney</e><a> Jobs Plan</a> â€œBait-and-Switchâ€, â€œDoesnâ€™t Add Upâ€ http://t.co/i6HN3NOG via @sharethis",146,"['Washington', 'Post', 'Fact', 'Checker', 'Says', 'Romney', 'Jobs', 'Plan', 'Add', 'http', 'via', 'sharethis']"
557,A123 Bankruptcy Gives<e> Romney</e><a> New Example of Green â€˜Loser</a>â€™ http://t.co/YJM5XD0M,96,"['Bankruptcy', 'Gives', 'Romney', 'New', 'Example', 'Green', 'http']"
558,Daily Kos: Dear Mrs. <e>Romney </e>http://t.co/tQ5y9YsL via @dailykos,69,"['Daily', 'Kos', 'Dear', 'Mrs', 'Romney', 'http', 'via', 'dailykos']"
559,"Mitt Romney Supporter: ""You idiot Paultard, help us get<e> Mitt</e> in office, <a>don't waste your vote</a>."" Ron Paul Supporter: http://t.co/LUokgg1j",150,"['Mitt', 'Romney', 'Supporter', 'idiot', 'Paultard', 'help', 'us', 'get', 'Mitt', 'office', 'waste', 'vote', 'Ron', 'Paul', 'Supporter', 'http']"
560,Everyday Americans reflect on <e>Romney's</e> attempt to <a>hide his real positions</a>: http://t.co/7DOeIp64,109,"['Everyday', 'Americans', 'reflect', 'Romney', 'attempt', 'hide', 'real', 'position', 'http']"
561,<e>Romney-Ryan</e> ticket hits <a><e>Obama</e> administration </a>on Ohio made tanks (Video) http://t.co/340kDCHK,113,"['ticket', 'hit', 'Obama', 'administration', 'Ohio', 'make', 'tank', 'Video', 'http']"
562,So <e>Romney's</e> up 13 in a state <e>Obama </e>won in 2008. #Indiana #JustSaying,82,"['Romney', 'state', 'Obama', 'Indiana', 'JustSaying']"
563,I seen Ryan <e>Romney </e>in so <a>many peoples yard.</a>> Smh..no more food stamps.,84,"['see', 'Ryan', 'Romney', 'many', 'people', 'yard', 'Smh', 'food', 'stamp']"
564,"If were to actually vote this year, I <a>wouldn't vote </a>for <e>Romney</e>... He's an asshole #nuffsaid âœŒ",109,"['actually', 'vote', 'year', 'would', 'vote', 'Romney', 'asshole', 'nuffsaid', 'âœŒ']"
565,Polls show <e>Obama</e> is <a>taking the lead</a> over <e>Romney</e> among early voters,87,"['Polls', 'show', 'Obama', 'take', 'lead', 'Romney', 'among', 'early', 'voters']"
566,<e>Obama</e> Campaign Attacks Gallup ~> 2nd Time ~> Gallup Has <e>Romney</e> Ahead ~> More <a>Lawsuits to Follow</a>... ???  http://t.co/FnXzKpDE,145,"['Obama', 'Campaign', 'Attacks', 'Gallup', 'Time', 'Gallup', 'Romney', 'Ahead', 'Lawsuits', 'Follow', 'http']"
567,The Morning Plum: <e>Romney</e>€™s <a> percentâ€™ problem</a> just wonâ€™t go away http://t.co/UVta7vxg,103,"['Morning', 'Plum', 'problem', 'go', 'away', 'http']"
568,"At least he has a <a>jobs plan</a>, can't say that for #<e>Romney</e>  lol â€œ@EveryOneDoesIt_: #FightForJobs #Legalize http://t.co/AE8W8rkpâ€",143,"['least', 'job', 'plan', 'ca', 'say', 'Romney', 'lol', 'EveryOneDoesIt', 'FightForJobs', 'Legalize', 'http']"
569,<a>Ohio Now Up for Grabs </a>as <e>Romney </e>Closes the Gap http://t.co/0jgWI9Bt via @po_st,92,"['Ohio', 'Grabs', 'Romney', 'Closes', 'Gap', 'http', 'via', 'po_st']"
570,"While @<e>BarackObama</e> showed his <a>attack ad against <e>Mitt Romney</e>, it mentioned he<a> went to Harvard Business & </a> Wow, I'm even more impressed",157,"['BarackObama', 'show', 'attack', 'ad', 'Mitt', 'Romney', 'mention', 'go', 'Harvard', 'Business', 'Wow', 'even', 'impress']"
571,Stephen Colbert steps out of character to assess<e> Romney</e> on â€˜<a>Meet the Pressâ€™<a> (VIDEO) | The Ticket -http://t.co/GAn3qoNB via @YahooNews,150,"['Stephen', 'Colbert', 'step', 'character', 'assess', 'Romney', 'VIDEO', 'Ticket', 'http', 'via', 'YahooNews']"
572,<e>Romney </e>is that nigga,27,"['Romney', 'nigga']"
573,"""<e>President <e>> and Mitt Romney</e> have arrived at Hofstra University in Hempstead, NY, for <a>tonight's presidential debate.</a>"" -- CNN",141,"['President', 'Mitt', 'Romney', 'arrive', 'Hofstra', 'University', 'Hempstead', 'NY', 'tonight', 'presidential', 'debate', 'CNN']"
574,"<e> Romney<e>, Obama</e> campaigns concerned about <a>Crowleyâ€™s role as moderator </a>| The Ticket - Yahoo! News http://t.co/Jf1CLNXk via @YahooNews",150,"['Romney', 'Obama', 'campaign', 'concern', 'role', 'moderator', 'Ticket', 'Yahoo', 'News', 'http', 'via', 'YahooNews']"
575,"#ObamaDebateTips Just repeat everything <e>Romney</e> says in a <a>sarcastic</a>, nasally voice.",96,"['ObamaDebateTips', 'repeat', 'everything', 'Romney', 'say', 'sarcastic', 'nasally', 'voice']"
576,"My <a>advice to <e>Mitt Romney</e>. ""Swing Away!!"" #mitt2012 #debate2012",72,"['advice', 'Mitt', 'Romney', 'Swing', 'Away']"
577,"SPIDER JERUSALEM 2012 â€œ@EFF <e>Obama/Romney </e><a>campaigns data mining personal info of voter</a> ""at a scale nvr b4 imagined."" https://t.co/QLqFFDYgâ€",156,"['SPIDER', 'JERUSALEM', 'EFF', 'campaign', 'data', 'mine', 'personal', 'info', 'voter', 'scale', 'nvr', 'imagine', 'https']"
578,I swear that the <e>Mitt Romney<e> <a>standee over there </a> staring at me.,76,"['swear', 'Mitt', 'Romney', 'standee', 'star']"
579,"While <e>Romney & Ryan</e> are themselves in the debates, <e>Obama & Bidden</e> can't <a>afford to be themselves</a>",116,"['Romney', 'Ryan', 'debate', 'Obama', 'Bidden', 'ca', 'afford']"
580,<e>Romney</e><a> adviser dismisses capping bank size</a>: NEW YORK (Reuters) - A top adviser to presidential candidate Mitt Ro... http://t.co/twCWHtXV,150,"['Romney', 'adviser', 'dismiss', 'cap', 'bank', 'size', 'NEW', 'YORK', 'Reuters', 'top', 'adviser', 'presidential', 'candidate', 'Mitt', 'Ro', 'http']"
581,"<e>Romney</e> can't even name 3 ramen noodle flavors, he don't know the <a>struggle.</a>",88,"['Romney', 'ca', 'even', 'name', 'ramen', 'noodle', 'flavor', 'know', 'struggle']"
582,Poll: <e>Romney</e> Has <a>Large Lead In Rural Swing Counties</a> http://t.co/Ng0Y1dch,86,"['Poll', 'Romney', 'Large', 'Lead', 'Rural', 'Swing', 'Counties', 'http']"
583,COMMENT: Join the<a> Point/Counterpoint debate</a> â€“> <e>Obama (http://t.co/eW4XasRU)  vs. <e>romney (http://t.co/91AptEWF)</e>,129,"['COMMENT', 'Join', 'debate', 'Obama', 'http', 'vs', 'romney', 'http']"
584,"Lool ""@Shenenehh: <E>Mitt Romney</E> <a>look like the kid</a> who used to remind the teacher about the homework that was due.""",126,"['Lool', 'Shenenehh', 'Mitt', 'Romney', 'look', 'like', 'kid', 'use', 'remind', 'teacher', 'homework', 'due']"
585,@SebOrSam @sarcasticsimba The only reason Iâ€™m voting for Obama is because I hate Romney. I donâ€™t like Obama either. :/,122,"['SebOrSam', 'sarcasticsimba', 'reason', 'vote', 'Obama', 'hate', 'Romney', 'like', 'Obama', 'either']"
586,"UPI has <e>Romney</e><a> leading by </a>3. Gallup and PPP by 4. Gallup/USA Today in swing states by 5. Whatever the #, it's trending away from <e>Obama.</e>",156,"['UPI', 'Romney', 'lead', 'Gallup', 'PPP', 'Today', 'swing', 'state', 'Whatever', 'trend', 'away', 'Obama']"
587,The<e> President (and Romney)</e> will be <a>debating</a> only a few miles from here. Like maybe a 20min drive. Woah. #cool #presidentialdebate #hofstra,152,"['President', 'Romney', 'debate', 'miles', 'Like', 'maybe', 'drive', 'Woah', 'cool', 'presidentialdebate', 'hofstra']"
588,<e>Obama</e> Revelation of <e>Romney</e> as <a> phony capitalist.</a> http://t.co/A1lhWRnx,90,"['Obama', 'Revelation', 'Romney', 'phony', 'capitalist', 'http']"
589,The Final Presidential Debates:<e> Obama </e>v <e>Romney</e> - RAP NEWS 16: http://t.co/qXYMkr3l #lulz #US | Donate to @JuiceRapNews for more epic content,154,"['Final', 'Presidential', 'Debates', 'Obama', 'v', 'Romney', 'RAP', 'NEWS', 'http', 'lulz', 'US', 'Donate', 'JuiceRapNews', 'epic', 'content']"
590,Ann <e>Romney </e>at Etown today... Oh cool. I'm playing basketball instead #rebel,82,"['Ann', 'Romney', 'Etown', 'today', 'Oh', 'cool', 'play', 'basketball', 'instead', 'rebel']"
591,<e>Barack Obama </e>vs<e> Mitt Romney</e>. <a>Epic Rap Battles Of History </a>Season 2.: http://t.co/kfo7mkZQ via @youtube,122,"['Barack', 'Obama', 'vs', 'Mitt', 'Romney', 'Epic', 'Rap', 'Battles', 'History', 'Season', 'http', 'via', 'youtube']"
592,<e>Romney's </e>Two Biggest<a> Donors Record Net Worth</a> Gains Before Presidential Debate: Hours before the man they're backing for the White Hou...,150,"['Romney', 'Two', 'Biggest', 'Donors', 'Record', 'Net', 'Worth', 'Gains', 'Presidential', 'Debate', 'Hours', 'man', 'back', 'White', 'Hou']"
593,Now you know why <e>Romney </e>picked him. They one and the same. <a>birds of a feather! Duplicitous liars!</a>,111,"['know', 'Romney', 'pick', 'one', 'bird', 'feather', 'Duplicitous', 'liars']"
594,@piersmorgan @Burstowl<e> Romney! </e>time to<a> give this Country an enema!</a>,80,"['piersmorgan', 'Burstowl', 'Romney', 'time', 'give', 'Country', 'enema']"
595,I liked a @YouTube video http://t.co/z5Vo7alj <e>Barack Obama </e>vs <e>Mitt Romney.</e><a> Epic Rap Battles Of History</a> Season 2.,133,"['like', 'YouTube', 'video', 'http', 'Barack', 'Obama', 'vs', 'Mitt', 'Romney', 'Epic', 'Rap', 'Battles', 'History', 'Season']"
596,@WETHEPEOPLETAR @TIMEMoneyland  Saw a cartoon that explained it perfectly. It was a<a> picture of Ben behind a printing press. </a>Vote for  <e>romney</e>,154,"['WETHEPEOPLETAR', 'TIMEMoneyland', 'Saw', 'cartoon', 'explain', 'perfectly', 'picture', 'Ben', 'behind', 'print', 'press', 'Vote', 'romney']"
597,How<e> Mitt Romney</e> Will <a>put Walmart in the White House</a> http://t.co/60x6pbnt via @sharethis,101,"['Mitt', 'Romney', 'put', 'Walmart', 'White', 'House', 'http', 'via', 'sharethis']"
598,<e> Barack Obama</e> vs <e>Mitt Romney</e>. <a>Epic Rap Battles Of History</a> Season 2.: http://t.co/2wMNxAsW via @youtube,123,"['Barack', 'Obama', 'vs', 'Mitt', 'Romney', 'Epic', 'Rap', 'Battles', 'History', 'Season', 'http', 'via', 'youtube']"
599,Breaking: <a>Billy Graham Endorses</a><e> Romney</e> Then Scrubs Site Calling Mormonism A 'Cult' http://t.co/5o4zEtLG via @gaycivilrights,137,"['Breaking', 'Billy', 'Graham', 'Endorses', 'Romney', 'Scrubs', 'Site', 'Calling', 'Mormonism', 'http', 'via', 'gaycivilrights']"
600,"Yes, <e> Romney</e>, You CAN Die from<A> Lack of Health Insurance</A>http://t.co/NcbKrrGk",89,"['Yes', 'Romney', 'Die', 'Lack', 'Health', 'Insurancehttp']"
601,Latino Vote Poll Reveals Bad News For <e>Romney </e>In Key Swing States: Wanted:<a> party faithful and the newly converted.</a>.. http://t.co/nlIBfjuD,150,"['Latino', 'Vote', 'Poll', 'Reveals', 'Bad', 'News', 'Romney', 'Key', 'Swing', 'States', 'Wanted', 'party', 'faithful', 'newly', 'convert', 'http']"
602,<e>Romney</e><a> draws even with</a><e> Obama:</e> Maybe Mitt Romney's campaign team isn't so bad after all. After months of criticis... http://t.co/UJWCDqfO,157,"['Romney', 'draw', 'even', 'Obama', 'Maybe', 'Mitt', 'Romney', 'campaign', 'team', 'bad', 'months', 'criticis', 'http']"
603,"Why <e>@MittRomney</e> won't talk to #<a>SENSATA Workers:</a> Mitt will be making $450,000 a week for shipping jobs to #China http://t.co/iRUsZclH",146,"['MittRomney', 'wo', 'talk', 'SENSATA', 'Workers', 'Mitt', 'make', 'week', 'ship', 'job', 'China', 'http']"
604,The <a>Rematch!!!</a> <e>Obama vs <e>Romney. </e>3hrs 2 go,58,"['Rematch', 'Obama', 'vs', 'Romney', 'go']"
605,<a> Religious Ohioans warm </a>to<e> Romney. </e>http://t.co/DvmjYIkv,69,"['Religious', 'Ohioans', 'warm', 'Romney', 'http']"
606,RT: @pierre Those who don't like #<e>Obama</e> policies want us to vote for a #<e>Romney</e> ticket that <a>denies the existence of #math </a><-- Amazing,153,"['RT', 'pierre', 'like', 'Obama', 'policies', 'want', 'us', 'vote', 'Romney', 'ticket', 'deny', 'existence', 'math', 'Amazing']"
607,<e>Romney</e> campaign <a>responds to Ryan </a>photo op - http://t.co/0jKDPQCX http://t.co/hrqLlnEo,99,"['Romney', 'campaign', 'respond', 'Ryan', 'photo', 'op', 'http', 'http']"
608,<e>Romney</e> Has No Real <a>Jobs Plan</a> http://t.co/DNUvgt3J via @CAPCongress,80,"['Romney', 'Real', 'Jobs', 'Plan', 'http', 'via', 'CAPCongress']"
609,<e> Romney</e> is one of THE worst possible <a>candidates for presidency.</a>>,78,"['Romney', 'one', 'worst', 'possible', 'candidates', 'presidency']"
610,It doesn't make sense to Paul Ryan to discuss <e>Mit Romney's</e><a> tax plan before he takes office</a>.,105,"['make', 'sense', 'Paul', 'Ryan', 'discuss', 'Mit', 'Romney', 'tax', 'plan', 'take', 'office']"
611,Still <a>Voting</a>> For '<e>Mitt Romney'</e>? ShiteHead4President http://t.co/1wMk6iCA via @youtube,100,"['Still', 'Voting', 'Romney', 'http', 'via', 'youtube']"
612,"I cringe when I hear the <a>political advertisement speaker saying</a>> ""<e>Mitt Romney</e> is the President we need."" Vote <e>obama</e> on November 6th!",153,"['cringe', 'hear', 'political', 'advertisement', 'speaker', 'say', 'Mitt', 'Romney', 'President', 'need', 'Vote', 'obama', 'November']"
613,This is SIGNIFICANT!! RT â€œ@PollTracker: PA <e>President '12:obama </e> (D) 51.0%<e> Romney</e> (R) 44.0% (Oct. 14 - PPP) http://t.co/VPeeY9JFâ€ #Obama2012,157,"['SIGNIFICANT', 'RT', 'PollTracker', 'PA', 'President', 'obama', 'Romney', 'R', 'Oct', 'PPP', 'http']"
614,"<e>Romney</e>, said last week that he would end the <a>deferred action policy</a> but ""honor the applications already approved under <e>President Obama</e>>"" HUH?",162,"['Romney', 'say', 'last', 'week', 'would', 'end', 'defer', 'action', 'policy', 'honor', 'applications', 'already', 'approve', 'President', 'Obama', 'HUH']"
615,I heard a <a>rumor that the new RWNJ conspiracy</a> is the #<a>Sensata</a> was never associated with #<e>Romney<e>. So here's this. http://t.co/lcQUSi5o,152,"['hear', 'rumor', 'new', 'RWNJ', 'conspiracy', 'Sensata', 'never', 'associate', 'Romney', 'http']"
616,Either you like it or You're a CUNT! Big Bird Responds to<e> Mitt Romney</e> (NSFW) http://t.co/wDSzylT6,104,"['Either', 'like', 'CUNT', 'Big', 'Bird', 'Responds', 'Mitt', 'Romney', 'NSFW', 'http']"
617,<e>Romney</e> caused that earthquake,36,"['Romney', 'cause', 'earthquake']"
618,@dminor85 Now if only Ron Paul would do what is<a> right and endorse</a><e> Mitt Romney</e>,91,"['Ron', 'Paul', 'would', 'right', 'endorse', 'Mitt', 'Romney']"
619,Oct 14 - <e>Romney </e>Supporter Wears '<a>Put The White Back In The White House</a>' T-Shirt  Ohio Campaign Event: Image: htt... http://t.co/mARiCxHT,150,"['Oct', 'Romney', 'Supporter', 'Wears', 'White', 'Back', 'White', 'House', 'Ohio', 'Campaign', 'Event', 'Image', 'htt', 'http']"
620,<a> RISK YOUR LIFE TO SAVE YOUR CHILD</a>- rt <e>Romney </e>voter  fav-<e>obama</e> voter   #ThingsRomneyVotersBelieve  #thingsobamavotersbelieve,145,"['RISK', 'LIFE', 'SAVE', 'CHILD', 'rt', 'Romney', 'voter', 'voter', 'ThingsRomneyVotersBelieve', 'thingsobamavotersbelieve']"
621,<a>Romney's English Roots </a>>Surprise Cousins Left Behind <e>#mittromney </e>#England #Lancashire #UK http://t.co/FvErPW3h,124,"['Romney', 'English', 'Roots', 'Surprise', 'Cousins', 'Left', 'Behind', 'mittromney', 'England', 'Lancashire', 'UK', 'http']"
622,Yet Another CEO Asks Employees to Vote <E>Romney </e>for<a> Sake of the company</a> (And Their Jobs) http://t.co/QWUQ50z3 via @theblaze,135,"['Yet', 'Another', 'CEO', 'Asks', 'Employees', 'Vote', 'Romney', 'Sake', 'company', 'Jobs', 'http', 'via', 'theblaze']"
